hidden_dims,lr,dropout,weight_decay,batch_size,val_mae,test_mae,test_r2
"(128, 64, 32)",0.001,0.4,0.0001,64,9.26395034790039,9.37297248840332,0.38147568702697754
"(128, 64, 32)",0.001,0.4,0.0001,128,9.361740112304688,9.48642349243164,0.3756749629974365
"(128, 64, 32)",0.001,0.4,0.0001,256,9.317863464355469,9.31688404083252,0.3873370885848999
"(128, 64, 32)",0.001,0.4,0.001,64,9.244793891906738,9.38376522064209,0.380859375
"(128, 64, 32)",0.001,0.4,0.001,128,9.351921081542969,9.46672248840332,0.3767755627632141
"(128, 64, 32)",0.001,0.4,0.001,256,9.291301727294922,9.377306938171387,0.3802569508552551
"(128, 64, 32)",0.001,0.5,1e-05,64,9.251104354858398,9.385575294494629,0.38624095916748047
"(128, 64, 32)",0.001,0.5,1e-05,128,9.416150093078613,9.482393264770508,0.38030827045440674
"(128, 64, 32)",0.001,0.5,1e-05,256,9.348383903503418,9.357088088989258,0.38463789224624634
"(128, 64, 32)",0.001,0.5,0.0001,64,9.181296348571777,9.343944549560547,0.3830244541168213
"(128, 64, 32)",0.001,0.5,0.0001,128,9.325265884399414,9.41117000579834,0.3867971897125244
"(128, 64, 32)",0.001,0.5,0.0001,256,9.342473030090332,9.3500337600708,0.3845973014831543
"(128, 64, 32)",0.001,0.5,0.001,64,9.232454299926758,9.3743257522583,0.38502204418182373
"(128, 64, 32)",0.001,0.5,0.001,128,9.425975799560547,9.48098087310791,0.37954986095428467
"(128, 64, 32)",0.001,0.5,0.001,256,9.3377685546875,9.352227210998535,0.3843977451324463
"(128, 64, 32)",0.002,0.2,1e-05,64,9.22821044921875,9.419106483459473,0.3801881670951843
"(128, 64, 32)",0.002,0.2,1e-05,128,9.358003616333008,9.397642135620117,0.3796941041946411
"(128, 64, 32)",0.002,0.2,1e-05,256,9.323019027709961,9.485361099243164,0.37856101989746094
"(128, 64, 32)",0.002,0.2,0.0001,64,9.262758255004883,9.397893905639648,0.3849946856498718
"(128, 64, 32)",0.002,0.2,0.0001,128,9.47890853881836,9.532952308654785,0.3740957975387573
"(128, 64, 32)",0.002,0.2,0.0001,256,9.327159881591797,9.482526779174805,0.3784555196762085
"(128, 64, 32)",0.002,0.2,0.001,64,9.276421546936035,9.419482231140137,0.3832470178604126
"(128, 64, 32)",0.002,0.2,0.001,128,9.514201164245605,9.514013290405273,0.3759723901748657
"(128, 64, 32)",0.002,0.2,0.001,256,9.330918312072754,9.50631332397461,0.375779926776886
"(128, 64, 32)",0.002,0.3,1e-05,64,9.213894844055176,9.358354568481445,0.38126808404922485
"(128, 64, 32)",0.002,0.3,1e-05,128,9.413420677185059,9.469066619873047,0.37784600257873535
"(128, 64, 32)",0.002,0.3,1e-05,256,9.29997444152832,9.413932800292969,0.3813832998275757
"(128, 64, 32)",0.002,0.3,0.0001,64,9.253824234008789,9.331555366516113,0.38350051641464233
"(128, 64, 32)",0.002,0.3,0.0001,128,9.426814079284668,9.45971393585205,0.37859898805618286
"(128, 64, 32)",0.002,0.3,0.0001,256,9.38711166381836,9.460304260253906,0.3791322112083435
"(128, 64, 32)",0.002,0.3,0.001,64,9.390378952026367,9.395061492919922,0.3823269009590149
"(128, 64, 32)",0.002,0.3,0.001,128,9.46406364440918,9.486397743225098,0.37715381383895874
"(128, 64, 32)",0.002,0.3,0.001,256,9.392956733703613,9.454364776611328,0.3790169954299927
"(128, 64, 32)",0.002,0.4,1e-05,64,9.281229019165039,9.377033233642578,0.3787034749984741
"(128, 64, 32)",0.002,0.4,1e-05,128,9.287793159484863,9.445874214172363,0.37342768907546997
"(128, 64, 32)",0.002,0.4,1e-05,256,9.45616626739502,9.499961853027344,0.38045835494995117
"(128, 64, 32)",0.002,0.4,0.0001,64,9.266599655151367,9.413013458251953,0.3730677366256714
"(128, 64, 32)",0.002,0.4,0.0001,128,9.304574966430664,9.4586763381958,0.3756018280982971
"(128, 64, 32)",0.002,0.4,0.0001,256,9.302597999572754,9.349831581115723,0.38593941926956177
"(128, 64, 32)",0.002,0.4,0.001,64,9.272464752197266,9.452733039855957,0.3754463791847229
"(128, 64, 32)",0.002,0.4,0.001,128,9.31572437286377,9.446887969970703,0.37727051973342896
"(128, 64, 32)",0.002,0.4,0.001,256,9.392099380493164,9.434938430786133,0.38424259424209595
"(128, 64, 32)",0.002,0.5,1e-05,64,9.233510971069336,9.322257995605469,0.3886440396308899
"(128, 64, 32)",0.002,0.5,1e-05,128,9.235937118530273,9.335025787353516,0.38856297731399536
"(128, 64, 32)",0.002,0.5,1e-05,256,9.29038143157959,9.397086143493652,0.3838685154914856
"(128, 64, 32)",0.002,0.5,0.0001,64,9.209084510803223,9.291048049926758,0.3907577395439148
"(128, 64, 32)",0.002,0.5,0.0001,128,9.089767456054688,9.309621810913086,0.37836360931396484
"(128, 64, 32)",0.002,0.5,0.0001,256,9.270158767700195,9.397735595703125,0.38402098417282104
"(128, 64, 32)",0.002,0.5,0.001,64,9.257410049438477,9.305145263671875,0.3958345651626587
"(128, 64, 32)",0.002,0.5,0.001,128,9.207830429077148,9.316415786743164,0.38890987634658813
"(128, 64, 32)",0.002,0.5,0.001,256,9.238594055175781,9.323503494262695,0.38654017448425293
"(256, 128, 64)",0.0005,0.2,1e-05,64,9.358293533325195,9.409194946289062,0.3774234652519226
"(256, 128, 64)",0.0005,0.2,1e-05,128,9.371682167053223,9.475272178649902,0.3707534670829773
"(256, 128, 64)",0.0005,0.2,1e-05,256,9.351347923278809,9.3986177444458,0.3773545026779175
"(256, 128, 64)",0.0005,0.2,0.0001,64,9.384866714477539,9.393267631530762,0.37734776735305786
"(256, 128, 64)",0.0005,0.2,0.0001,128,9.37126636505127,9.487706184387207,0.3704715967178345
"(256, 128, 64)",0.0005,0.2,0.0001,256,9.35632038116455,9.394430160522461,0.3771800994873047
"(256, 128, 64)",0.0005,0.2,0.001,64,9.347878456115723,9.381754875183105,0.3788014054298401
"(256, 128, 64)",0.0005,0.2,0.001,128,9.354460716247559,9.496267318725586,0.3699716329574585
"(256, 128, 64)",0.0005,0.2,0.001,256,9.344749450683594,9.396479606628418,0.3774545192718506
"(256, 128, 64)",0.0005,0.3,1e-05,64,9.266206741333008,9.275452613830566,0.39176028966903687
"(256, 128, 64)",0.0005,0.3,1e-05,128,9.38475513458252,9.443946838378906,0.37865644693374634
"(256, 128, 64)",0.0005,0.3,1e-05,256,9.411694526672363,9.357290267944336,0.38292402029037476
"(256, 128, 64)",0.0005,0.3,0.0001,64,9.37303352355957,9.442749977111816,0.37557435035705566
"(256, 128, 64)",0.0005,0.3,0.0001,128,9.350906372070312,9.464205741882324,0.37018775939941406
"(256, 128, 64)",0.0005,0.3,0.0001,256,9.413411140441895,9.355443954467773,0.3830677270889282
"(256, 128, 64)",0.0005,0.3,0.001,64,9.373333930969238,9.469541549682617,0.372434139251709
"(256, 128, 64)",0.0005,0.3,0.001,128,9.35168170928955,9.45941162109375,0.3709365725517273
"(256, 128, 64)",0.0005,0.3,0.001,256,9.417047500610352,9.360458374023438,0.3824886083602905
"(256, 128, 64)",0.0005,0.4,1e-05,64,9.302794456481934,9.351759910583496,0.38522911071777344
"(256, 128, 64)",0.0005,0.4,1e-05,128,9.421967506408691,9.417619705200195,0.3847236633300781
"(256, 128, 64)",0.0005,0.4,1e-05,256,9.359891891479492,9.345296859741211,0.3847658038139343
"(256, 128, 64)",0.0005,0.4,0.0001,64,9.306170463562012,9.363057136535645,0.3848969340324402
"(256, 128, 64)",0.0005,0.4,0.0001,128,9.423393249511719,9.435714721679688,0.38259559869766235
"(256, 128, 64)",0.0005,0.4,0.0001,256,9.369071960449219,9.34281063079834,0.38377416133880615
"(256, 128, 64)",0.0005,0.4,0.001,64,9.297577857971191,9.35072135925293,0.3859596252441406
"(256, 128, 64)",0.0005,0.4,0.001,128,9.421136856079102,9.416234016418457,0.3843845725059509
"(256, 128, 64)",0.0005,0.4,0.001,256,9.356890678405762,9.34180736541748,0.3839069604873657
"(256, 128, 64)",0.0005,0.5,1e-05,64,9.334074974060059,9.361844062805176,0.3904656171798706
"(256, 128, 64)",0.0005,0.5,1e-05,128,9.324707984924316,9.3758544921875,0.3827051520347595
"(256, 128, 64)",0.0005,0.5,1e-05,256,9.330738067626953,9.36154556274414,0.3845735192298889
"(256, 128, 64)",0.0005,0.5,0.0001,64,9.330418586730957,9.365878105163574,0.3918284773826599
"(256, 128, 64)",0.0005,0.5,0.0001,128,9.31171989440918,9.375528335571289,0.38236451148986816
"(256, 128, 64)",0.0005,0.5,0.0001,256,9.32882308959961,9.35282039642334,0.38611334562301636
"(256, 128, 64)",0.0005,0.5,0.001,64,9.324624061584473,9.360902786254883,0.3903277516365051
"(256, 128, 64)",0.0005,0.5,0.001,128,9.330548286437988,9.368346214294434,0.38281404972076416
"(256, 128, 64)",0.0005,0.5,0.001,256,9.333271026611328,9.355880737304688,0.38552945852279663
"(256, 128, 64)",0.001,0.2,1e-05,64,9.334975242614746,9.433745384216309,0.3764615058898926
"(256, 128, 64)",0.001,0.2,1e-05,128,9.458573341369629,9.496208190917969,0.3684900999069214
"(256, 128, 64)",0.001,0.2,1e-05,256,9.47269344329834,9.59152889251709,0.36021363735198975
"(256, 128, 64)",0.001,0.2,0.0001,64,9.35434627532959,9.469340324401855,0.376006543636322
"(256, 128, 64)",0.001,0.2,0.0001,128,9.457828521728516,9.50529670715332,0.36865705251693726
"(256, 128, 64)",0.001,0.2,0.0001,256,9.481934547424316,9.59506893157959,0.35960906744003296
"(256, 128, 64)",0.001,0.2,0.001,64,9.318761825561523,9.481451034545898,0.3726235628128052
"(256, 128, 64)",0.001,0.2,0.001,128,9.501145362854004,9.569746971130371,0.3756289482116699
"(256, 128, 64)",0.001,0.2,0.001,256,9.478310585021973,9.595186233520508,0.360130250453949
"(256, 128, 64)",0.001,0.3,1e-05,64,9.335081100463867,9.512524604797363,0.3610943555831909
"(256, 128, 64)",0.001,0.3,1e-05,128,9.457452774047852,9.565235137939453,0.35604292154312134
"(256, 128, 64)",0.001,0.3,1e-05,256,9.36977767944336,9.414217948913574,0.3793797492980957
"(256, 128, 64)",0.001,0.3,0.0001,64,9.355823516845703,9.474239349365234,0.3697572350502014
"(256, 128, 64)",0.001,0.3,0.0001,128,9.377724647521973,9.484708786010742,0.3682812452316284
"(256, 128, 64)",0.001,0.3,0.0001,256,9.37392520904541,9.43519115447998,0.3779429793357849
"(256, 128, 64)",0.001,0.3,0.001,64,9.230956077575684,9.34503173828125,0.38441842794418335
"(256, 128, 64)",0.001,0.3,0.001,128,9.404427528381348,9.477038383483887,0.3675116300582886
"(256, 128, 64)",0.001,0.3,0.001,256,9.364693641662598,9.419000625610352,0.3792262077331543
"(256, 128, 64)",0.001,0.4,1e-05,64,9.249014854431152,9.414862632751465,0.38303226232528687
"(256, 128, 64)",0.001,0.4,1e-05,128,9.384942054748535,9.427658081054688,0.37920522689819336
"(256, 128, 64)",0.001,0.4,1e-05,256,9.344319343566895,9.327240943908691,0.3769093155860901
"(256, 128, 64)",0.001,0.4,0.0001,64,9.263298988342285,9.418498039245605,0.3815171718597412
"(256, 128, 64)",0.001,0.4,0.0001,128,9.349678993225098,9.47111701965332,0.3732460141181946
"(256, 128, 64)",0.001,0.4,0.0001,256,9.334272384643555,9.319745063781738,0.37784165143966675
"(256, 128, 64)",0.001,0.4,0.001,64,9.230921745300293,9.411128997802734,0.38591545820236206
"(256, 128, 64)",0.001,0.4,0.001,128,9.378345489501953,9.433205604553223,0.37852972745895386
"(256, 128, 64)",0.001,0.4,0.001,256,9.34704303741455,9.342647552490234,0.375813364982605
"(256, 128, 64)",0.001,0.5,1e-05,64,9.26689338684082,9.430923461914062,0.37975019216537476
"(256, 128, 64)",0.001,0.5,1e-05,128,9.322351455688477,9.372542381286621,0.3773161768913269
"(256, 128, 64)",0.001,0.5,1e-05,256,9.270228385925293,9.334845542907715,0.37993550300598145
"(256, 128, 64)",0.001,0.5,0.0001,64,9.30982494354248,9.473203659057617,0.37926793098449707
"(256, 128, 64)",0.001,0.5,0.0001,128,9.315893173217773,9.338814735412598,0.3799179792404175
"(256, 128, 64)",0.001,0.5,0.0001,256,9.26032543182373,9.346378326416016,0.38001227378845215
"(256, 128, 64)",0.001,0.5,0.001,64,9.302262306213379,9.427424430847168,0.37931716442108154
"(256, 128, 64)",0.001,0.5,0.001,128,9.289359092712402,9.39418888092041,0.38075554370880127
"(256, 128, 64)",0.001,0.5,0.001,256,9.2636079788208,9.34278392791748,0.37845540046691895
"(256, 128, 64)",0.002,0.2,1e-05,64,9.244370460510254,9.593894004821777,0.3550490140914917
"(256, 128, 64)",0.002,0.2,1e-05,128,9.381548881530762,9.486266136169434,0.3639286160469055
"(256, 128, 64)",0.002,0.2,1e-05,256,9.430395126342773,9.513374328613281,0.3665873408317566
"(256, 128, 64)",0.002,0.2,0.0001,64,9.354912757873535,9.53727912902832,0.36775392293930054
"(256, 128, 64)",0.002,0.2,0.0001,128,9.3667573928833,9.470271110534668,0.36117416620254517
"(256, 128, 64)",0.002,0.2,0.0001,256,9.421660423278809,9.508116722106934,0.36565589904785156
"(256, 128, 64)",0.002,0.2,0.001,64,9.268177032470703,9.542329788208008,0.36128413677215576
"(256, 128, 64)",0.002,0.2,0.001,128,9.409436225891113,9.487275123596191,0.3591746687889099
"(256, 128, 64)",0.002,0.2,0.001,256,9.407995223999023,9.48942756652832,0.3677102327346802
"(256, 128, 64)",0.002,0.3,1e-05,64,9.194165229797363,9.433541297912598,0.3789215087890625
"(256, 128, 64)",0.002,0.3,1e-05,128,9.39956283569336,9.608638763427734,0.3553066849708557
"(256, 128, 64)",0.002,0.3,1e-05,256,9.422542572021484,9.562361717224121,0.3601055145263672
"(256, 128, 64)",0.002,0.3,0.0001,64,9.30140209197998,9.566232681274414,0.3584129214286804
"(256, 128, 64)",0.002,0.3,0.0001,128,9.490874290466309,9.50623607635498,0.3736940622329712
"(256, 128, 64)",0.002,0.3,0.0001,256,9.40761947631836,9.553106307983398,0.36036306619644165
"(256, 128, 64)",0.002,0.3,0.001,64,9.392695426940918,9.555509567260742,0.36612701416015625
"(256, 128, 64)",0.002,0.3,0.001,128,9.420136451721191,9.475542068481445,0.36637330055236816
"(256, 128, 64)",0.002,0.3,0.001,256,9.40863037109375,9.557875633239746,0.36009901762008667
"(256, 128, 64)",0.002,0.4,1e-05,64,9.26347541809082,9.458380699157715,0.3788011074066162
"(256, 128, 64)",0.002,0.4,1e-05,128,9.294889450073242,9.411551475524902,0.3782917261123657
"(256, 128, 64)",0.002,0.4,1e-05,256,9.300073623657227,9.443720817565918,0.3739427924156189
"(256, 128, 64)",0.002,0.4,0.0001,64,9.121606826782227,9.272139549255371,0.3884376287460327
"(256, 128, 64)",0.002,0.4,0.0001,128,9.252094268798828,9.353778839111328,0.37759876251220703
"(256, 128, 64)",0.002,0.4,0.0001,256,9.35794734954834,9.497930526733398,0.3644341230392456
"(256, 128, 64)",0.002,0.4,0.001,64,9.305465698242188,9.442173957824707,0.37455952167510986
"(256, 128, 64)",0.002,0.4,0.001,128,9.28756046295166,9.435307502746582,0.3768995404243469
"(256, 128, 64)",0.002,0.4,0.001,256,9.367167472839355,9.474078178405762,0.3627011179924011
"(256, 128, 64)",0.002,0.5,1e-05,64,9.26370620727539,9.392398834228516,0.378714382648468
"(256, 128, 64)",0.002,0.5,1e-05,128,9.208745956420898,9.397150039672852,0.37816691398620605
"(256, 128, 64)",0.002,0.5,1e-05,256,9.287757873535156,9.408651351928711,0.36758971214294434
"(256, 128, 64)",0.002,0.5,0.0001,64,9.334456443786621,9.453943252563477,0.370699405670166
"(256, 128, 64)",0.002,0.5,0.0001,128,9.241325378417969,9.380077362060547,0.379550039768219
"(256, 128, 64)",0.002,0.5,0.0001,256,9.253607749938965,9.389114379882812,0.3813953995704651
"(256, 128, 64)",0.002,0.5,0.001,64,9.34671401977539,9.405742645263672,0.37788689136505127
"(256, 128, 64)",0.002,0.5,0.001,128,9.2219820022583,9.376051902770996,0.37947481870651245
"(256, 128, 64)",0.002,0.5,0.001,256,9.21367073059082,9.45864200592041,0.36266958713531494
"(256, 128)",0.0005,0.2,1e-05,64,9.376291275024414,9.397850036621094,0.38055419921875
"(256, 128)",0.0005,0.2,1e-05,128,9.434890747070312,9.56110954284668,0.35648471117019653
"(256, 128)",0.0005,0.2,1e-05,256,9.366992950439453,9.429421424865723,0.37188613414764404
"(256, 128)",0.0005,0.2,0.0001,64,9.374213218688965,9.394619941711426,0.38091278076171875
"(256, 128)",0.0005,0.2,0.0001,128,9.374540328979492,9.395285606384277,0.3788689374923706
"(256, 128)",0.0005,0.2,0.0001,256,9.365507125854492,9.425125122070312,0.3718581795692444
"(256, 128)",0.0005,0.2,0.001,64,9.373154640197754,9.397197723388672,0.38109636306762695
"(256, 128)",0.0005,0.2,0.001,128,9.4369535446167,9.565940856933594,0.3562800884246826
"(256, 128)",0.0005,0.2,0.001,256,9.365110397338867,9.426379203796387,0.37215620279312134
"(256, 128)",0.0005,0.3,1e-05,64,9.409022331237793,9.428252220153809,0.3793429732322693
"(256, 128)",0.0005,0.3,1e-05,128,9.2880859375,9.4491605758667,0.36886221170425415
"(256, 128)",0.0005,0.3,1e-05,256,9.383634567260742,9.427672386169434,0.3732259273529053
"(256, 128)",0.0005,0.3,0.0001,64,9.406553268432617,9.427270889282227,0.3789718747138977
"(256, 128)",0.0005,0.3,0.0001,128,9.289352416992188,9.440301895141602,0.3697205185890198
"(256, 128)",0.0005,0.3,0.0001,256,9.383099555969238,9.429682731628418,0.37311607599258423
"(256, 128)",0.0005,0.3,0.001,64,9.413901329040527,9.421850204467773,0.37983620166778564
"(256, 128)",0.0005,0.3,0.001,128,9.416105270385742,9.509719848632812,0.36043065786361694
"(256, 128)",0.0005,0.3,0.001,256,9.381184577941895,9.428353309631348,0.3731284737586975
"(256, 128)",0.0005,0.4,1e-05,64,9.38650131225586,9.551846504211426,0.3690032362937927
"(256, 128)",0.0005,0.4,1e-05,128,9.288300514221191,9.442412376403809,0.37243884801864624
"(256, 128)",0.0005,0.4,1e-05,256,9.40727424621582,9.465376853942871,0.372755765914917
"(256, 128)",0.0005,0.4,0.0001,64,9.377685546875,9.535148620605469,0.36968427896499634
"(256, 128)",0.0005,0.4,0.0001,128,9.292296409606934,9.444990158081055,0.37181371450424194
"(256, 128)",0.0005,0.4,0.0001,256,9.402301788330078,9.46014404296875,0.37314659357070923
"(256, 128)",0.0005,0.4,0.001,64,9.381672859191895,9.547633171081543,0.3688952922821045
"(256, 128)",0.0005,0.4,0.001,128,9.285481452941895,9.444228172302246,0.3717394471168518
"(256, 128)",0.0005,0.4,0.001,256,9.399184226989746,9.46093463897705,0.3731365203857422
"(256, 128)",0.0005,0.5,1e-05,64,9.279862403869629,9.409905433654785,0.376110315322876
"(256, 128)",0.0005,0.5,1e-05,128,9.304853439331055,9.4131498336792,0.3789369463920593
"(256, 128)",0.0005,0.5,1e-05,256,9.38155746459961,9.43785285949707,0.3725548982620239
"(256, 128)",0.0005,0.5,0.0001,64,9.351104736328125,9.466157913208008,0.3728223443031311
"(256, 128)",0.0005,0.5,0.0001,128,9.301605224609375,9.415733337402344,0.37789982557296753
"(256, 128)",0.0005,0.5,0.0001,256,9.375234603881836,9.432899475097656,0.37282776832580566
"(256, 128)",0.0005,0.5,0.001,64,9.354310035705566,9.46689224243164,0.3736288547515869
"(256, 128)",0.0005,0.5,0.001,128,9.307605743408203,9.416172981262207,0.37839728593826294
"(256, 128)",0.0005,0.5,0.001,256,9.394879341125488,9.459513664245605,0.37374478578567505
"(256, 128)",0.001,0.2,1e-05,64,9.306036949157715,9.35628604888916,0.38687729835510254
"(256, 128)",0.001,0.2,1e-05,128,9.374582290649414,9.406779289245605,0.3769072890281677
"(256, 128)",0.001,0.2,1e-05,256,9.37861156463623,9.497443199157715,0.37180811166763306
"(256, 128)",0.001,0.2,0.0001,64,9.317100524902344,9.363414764404297,0.3863101005554199
"(256, 128)",0.001,0.2,0.0001,128,9.376047134399414,9.414639472961426,0.3763836622238159
"(256, 128)",0.001,0.2,0.0001,256,9.375711441040039,9.497461318969727,0.3720232844352722
"(256, 128)",0.001,0.2,0.001,64,9.334973335266113,9.358160972595215,0.3860761523246765
"(256, 128)",0.001,0.2,0.001,128,9.381977081298828,9.40900993347168,0.3770735263824463
"(256, 128)",0.001,0.2,0.001,256,9.370153427124023,9.483869552612305,0.3728301525115967
"(256, 128)",0.001,0.3,1e-05,64,9.323369979858398,9.365349769592285,0.38622868061065674
"(256, 128)",0.001,0.3,1e-05,128,9.393518447875977,9.451497077941895,0.37316256761550903
"(256, 128)",0.001,0.3,1e-05,256,9.380377769470215,9.541929244995117,0.36002421379089355
"(256, 128)",0.001,0.3,0.0001,64,9.3240966796875,9.365158081054688,0.3874697685241699
"(256, 128)",0.001,0.3,0.0001,128,9.393264770507812,9.446355819702148,0.37406015396118164
"(256, 128)",0.001,0.3,0.0001,256,9.3809814453125,9.559345245361328,0.35813724994659424
"(256, 128)",0.001,0.3,0.001,64,9.337800025939941,9.356768608093262,0.38729989528656006
"(256, 128)",0.001,0.3,0.001,128,9.39495849609375,9.447725296020508,0.3742218017578125
"(256, 128)",0.001,0.3,0.001,256,9.37600040435791,9.56161880493164,0.3581107258796692
"(256, 128)",0.001,0.4,1e-05,64,9.372050285339355,9.368340492248535,0.38606613874435425
"(256, 128)",0.001,0.4,1e-05,128,9.331216812133789,9.363425254821777,0.3786192536354065
"(256, 128)",0.001,0.4,1e-05,256,9.363332748413086,9.48283863067627,0.36144715547561646
"(256, 128)",0.001,0.4,0.0001,64,9.376371383666992,9.38401985168457,0.38552236557006836
"(256, 128)",0.001,0.4,0.0001,128,9.332520484924316,9.370471954345703,0.37819522619247437
"(256, 128)",0.001,0.4,0.0001,256,9.305534362792969,9.491823196411133,0.3646434545516968
"(256, 128)",0.001,0.4,0.001,64,9.380791664123535,9.380882263183594,0.3854047656059265
"(256, 128)",0.001,0.4,0.001,128,9.307229995727539,9.361151695251465,0.3788949251174927
"(256, 128)",0.001,0.4,0.001,256,9.362839698791504,9.486099243164062,0.3612704873085022
"(256, 128)",0.001,0.5,1e-05,64,9.32734489440918,9.392172813415527,0.38328123092651367
"(256, 128)",0.001,0.5,1e-05,128,9.266894340515137,9.452688217163086,0.37152981758117676
"(256, 128)",0.001,0.5,1e-05,256,9.334269523620605,9.533684730529785,0.3605862259864807
"(256, 128)",0.001,0.5,0.0001,64,9.321527481079102,9.397625923156738,0.3830444812774658
"(256, 128)",0.001,0.5,0.0001,128,9.280255317687988,9.45340633392334,0.37152695655822754
"(256, 128)",0.001,0.5,0.0001,256,9.322521209716797,9.517950057983398,0.3616613745689392
"(256, 128)",0.001,0.5,0.001,64,9.321173667907715,9.37816047668457,0.3842853903770447
"(256, 128)",0.001,0.5,0.001,128,9.288488388061523,9.463292121887207,0.37126851081848145
"(256, 128)",0.001,0.5,0.001,256,9.326672554016113,9.528643608093262,0.36159151792526245
"(256, 128)",0.002,0.2,1e-05,64,9.354925155639648,9.371816635131836,0.3882952332496643
"(256, 128)",0.002,0.2,1e-05,128,9.315399169921875,9.36725902557373,0.3814983367919922
"(256, 128)",0.002,0.2,1e-05,256,9.351730346679688,9.478340148925781,0.36468303203582764
"(256, 128)",0.002,0.2,0.0001,64,9.358280181884766,9.375020027160645,0.38781946897506714
"(256, 128)",0.002,0.2,0.0001,128,9.315840721130371,9.358879089355469,0.38246244192123413
"(256, 128)",0.002,0.2,0.0001,256,9.34644889831543,9.459464073181152,0.36535710096359253
"(256, 128)",0.002,0.2,0.001,64,9.363153457641602,9.404489517211914,0.3853694796562195
"(256, 128)",0.002,0.2,0.001,128,9.305898666381836,9.368630409240723,0.3809366226196289
"(256, 128)",0.002,0.2,0.001,256,9.362082481384277,9.477679252624512,0.36304140090942383
"(256, 128)",0.002,0.3,1e-05,64,9.343547821044922,9.40437126159668,0.3836597204208374
"(256, 128)",0.002,0.3,1e-05,128,9.336772918701172,9.363777160644531,0.3792428970336914
"(256, 128)",0.002,0.3,1e-05,256,9.275681495666504,9.409372329711914,0.3735567331314087
"(256, 128)",0.002,0.3,0.0001,64,9.368274688720703,9.400172233581543,0.38336998224258423
"(256, 128)",0.002,0.3,0.0001,128,9.350679397583008,9.367863655090332,0.37883639335632324
"(256, 128)",0.002,0.3,0.0001,256,9.264483451843262,9.410181999206543,0.37356436252593994
"(256, 128)",0.002,0.3,0.001,64,9.387115478515625,9.420547485351562,0.3836715817451477
"(256, 128)",0.002,0.3,0.001,128,9.34182357788086,9.362683296203613,0.3801041841506958
"(256, 128)",0.002,0.3,0.001,256,9.274417877197266,9.408465385437012,0.37237662076950073
"(256, 128)",0.002,0.4,1e-05,64,9.379084587097168,9.423100471496582,0.38006341457366943
"(256, 128)",0.002,0.4,1e-05,128,9.411633491516113,9.618271827697754,0.35822200775146484
"(256, 128)",0.002,0.4,1e-05,256,9.307537078857422,9.354516983032227,0.37663716077804565
"(256, 128)",0.002,0.4,0.0001,64,9.395322799682617,9.406397819519043,0.3827657699584961
"(256, 128)",0.002,0.4,0.0001,128,9.40936279296875,9.607963562011719,0.3597659468650818
"(256, 128)",0.002,0.4,0.0001,256,9.308677673339844,9.341527938842773,0.3780595064163208
"(256, 128)",0.002,0.4,0.001,64,9.388350486755371,9.425360679626465,0.3813469409942627
"(256, 128)",0.002,0.4,0.001,128,9.339093208312988,9.583344459533691,0.3542550802230835
"(256, 128)",0.002,0.4,0.001,256,9.37094783782959,9.570154190063477,0.360737681388855
"(256, 128)",0.002,0.5,1e-05,64,9.22472858428955,9.458720207214355,0.37194663286209106
"(256, 128)",0.002,0.5,1e-05,128,9.241348266601562,9.460411071777344,0.36986351013183594
"(256, 128)",0.002,0.5,1e-05,256,9.33046817779541,9.35905933380127,0.38049107789993286
"(256, 128)",0.002,0.5,0.0001,64,9.375444412231445,9.444991111755371,0.38103431463241577
"(256, 128)",0.002,0.5,0.0001,128,9.282166481018066,9.487483978271484,0.36796289682388306
"(256, 128)",0.002,0.5,0.0001,256,9.328911781311035,9.344734191894531,0.381425142288208
"(256, 128)",0.002,0.5,0.001,64,9.370430946350098,9.45481014251709,0.3794589638710022
"(256, 128)",0.002,0.5,0.001,128,9.252640724182129,9.462186813354492,0.3721916675567627
"(256, 128)",0.002,0.5,0.001,256,9.395962715148926,9.484874725341797,0.369207501411438
